SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,7.4,7.05,7.5,7.03,7.07,13.29,5.05,7.38(5%),6.68(5%),,10.33,3.1,10.0,-0.16,-0.16,-42.72,0.97,-2.26,,,0.07
MARGOFIN,Margo Finance Limited,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,24.3,25.0,25.0,22.5,23.97,35.6,20.5,29.25(20%),19.55(20%),,11.15,5.24,10.0,-1.14,-1.12,-21.44,0.15,-0.68,,,0.92
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,58.45,57.3,59.25,57.3,58.56,90.25,43.55,70.20(20%),46.80(20%),,1527.51,381.88,10.0,11.28,12.48,5.19,2.55,49.14,0.15,,5.69
INFY,INFOSYS LTD.,A ,5.0,Computers - Software & Consulting,Information Technology,1522.6,1521.0,1526.0,1507.4,1516.27,1953.7,1355.5,"1,663.85(10%)","1,361.35(10%)",7.39,636476.13,553734.23,2.0,52.76,58.88,28.67,8.64,30.13,8.49,0.49,
INGERRAND,INGERSOLL-RAND (INDIA) LTD.,A ,10.0,Compressors & Pumps,Industrials,2220.15,2240.1,2250.0,2184.35,2228.21,2259.0,1115.85,"2,643.90(20%)","1,762.60(20%)",1.13,6955.22,1738.8,10.0,36.74,41.37,59.97,12.6,21.01,,,
ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,X ,10.0,Tour- Travel Related Services,Consumer Discretionary,214.85,213.6,220.0,213.6,216.41,250.8,77.1,241.05(10%),197.25(10%),,175.2,64.82,10.0,11.59,18.1,18.91,1.68,8.88,,,8.89
IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,A ,10.0,Engineering- Designing & Construction,Industrials,2004.3,1966.85,2020.0,1966.85,2010.58,2347.0,1500.7,"2,401.70(20%)","1,601.20(20%)",,2935.46,1555.79,10.0,107.65,125.99,18.59,3.83,20.57,,,27.04
ATFL,AGRO TECH FOODS LTD.,B ,10.0,Edible Oil,Fast Moving Consumer Goods,786.5,811.9,811.9,765.1,782.6,1019.95,708.1,925.25(20%),616.85(20%),,1878.99,864.34,1.0,6.74,15.24,114.36,4.1,3.59,,,2.57
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,A ,2.0,Plastic Products - Industrial,Industrials,36.3,36.45,36.45,35.8,36.04,50.4,30.3,43.05(20%),28.75(20%),,2170.67,1280.7,10.0,3.38,5.93,10.63,0.48,4.5,2.46,2.16,77.74
JASCH,JASCH INDUSTRIES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,200.75,218.0,225.0,210.7,217.38,225.0,107.0,263.30(20%),175.60(20%),3.44,248.64,89.51,10.0,19.85,22.49,11.05,2.51,22.68,1.28,1.58,
JCTLTD,JCT LTD.,X ,2.5,Other Textile Products,Consumer Discretionary,3.09,3.13,3.16,3.09,3.12,8.28,2.92,3.43(10%),2.81(10%),,270.92,197.77,5.0,0.16,0.31,19.17,0.77,4.02,7.83,5.38,16.77
JINDALPOLY,JINDAL POLY FILMS LTD.,A ,10.0,Packaging,Industrials,849.3,853.0,864.45,845.0,858.08,1444.4,835.15,"1,017.90(20%)",678.60(20%),,3714.18,928.55,2.0,292.4,327.8,2.9,0.98,33.94,,,27.89
JSWSTEEL,JSW STEEL LTD.,A ,1.0,Iron & Steel,Commodities,679.45,677.0,678.0,663.5,668.53,789.95,520.1,737.25(10%),603.25(10%),4.5,162014.2,63185.54,1.0,28.65,48.7,23.39,2.7,11.55,2.47,0.67,
UMANGDAIR,UMANG DAIRIES LTD.,B ,5.0,Dairy Products,Fast Moving Consumer Goods,59.65,60.85,60.9,58.1,59.85,90.0,44.55,70.65(20%),47.15(20%),,129.6,29.81,10.0,-5.77,-3.41,-10.2,2.78,-27.23,,,0.03
KAJARIACER,KAJARIA CERAMICS LTD.,A ,1.0,Furniture- Home Furnishing- Flooring,Consumer Discretionary,1075.05,1077.0,1077.0,1048.1,1057.92,1379.0,886.05,"1,283.30(20%)",855.60(20%),,17029.13,8855.15,5.0,25.61,30.86,41.77,8.07,19.32,0.46,,73.72
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,B ,10.0,Cement & Cement Products,Commodities,206.95,210.0,210.0,202.25,204.89,301.2,175.3,243.80(20%),162.60(20%),,157.96,67.92,2.0,16.79,19.7,12.1,0.67,5.54,,,0.32
KSL,KALYANI STEELS LTD.,B ,5.0,Iron & Steel,Commodities,298.9,299.0,302.75,296.0,299.41,383.95,263.7,356.45(20%),237.65(20%),,1296.71,453.85,10.0,45.04,55.72,6.6,0.95,14.38,,,2.54
KANELIND,Kanel Industries Limited,XT,10.0,Trading & Distributors,Services,2.83,2.69,2.81,2.69,2.71,6.99,2.27,2.82(5%),2.56(5%),,4.95,4.9,10.0,0.02,0.03,165.1,-0.72,-0.43,0.13,0.12,0.32
WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,A ,10.0,Household Appliances,Consumer Discretionary,1581.4,1560.8,1588.85,1550.0,1564.42,2384.4,1403.8,"1,721.15(10%)","1,408.25(10%)",,19851.64,4962.91,10.0,21.87,33.25,71.56,6.66,9.31,0.2,,35.75
KGDENIM,KG DENIM LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,33.4,33.05,34.95,33.05,34.14,74.0,29.75,40.40(20%),27.00(20%),,86.4,32.83,2.0,-2.94,2.68,-11.44,1.02,-8.89,,,0.82
KINETICENG,KINETIC ENGINEERING LTD.,XT,10.0,Auto Components & Equipments,Consumer Discretionary,117.8,121.9,121.9,114.25,117.02,153.7,55.65,122.20(5%),110.60(5%),,221.13,99.51,10.0,0.1,3.43,1214.99,17.37,1.43,,,6.9
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,B ,2.0,Compressors & Pumps,Industrials,360.1,349.75,364.2,349.75,356.99,407.0,243.0,425.30(20%),283.60(20%),,2814.65,900.69,2.0,10.15,15.39,34.92,2.5,7.16,,,9.75
KIRLOSIND,Kirloskar Industries Ltd,B ,10.0,Castings & Forgings,Industrials,1814.8,1801.55,1819.6,1783.35,1801.78,1931.0,1182.0,"2,160.50(20%)","1,440.40(20%)",,1765.78,476.76,1.0,61.59,64.52,29.23,1.09,3.74,,,4.97
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,A ,5.0,Pig Iron,Commodities,267.95,267.2,271.1,265.0,267.72,297.6,183.75,319.25(20%),212.85(20%),,3693.24,1440.36,10.0,25.25,31.82,10.54,2.76,26.23,0.27,0.23,62.44
ENVAIREL,ENVAIR ELECTRODYNE LTD.,XT,10.0,Industrial Machinery,Industrials,31.85,33.4,33.4,33.4,33.4,41.25,19.85,35.05(5%),31.75(5%),,15.5,7.28,10.0,15.3,15.43,2.18,6.27,287.26,,,0.93
KOTAKBANK,KOTAK MAHINDRA BANK LTD.,A ,5.0,Private Sector Bank,Financial Services,1869.2,1872.0,1894.85,1871.7,1884.66,2189.0,1630.0,"2,072.05(10%)","1,695.35(10%)",13.87,374053.53,276799.61,2.0,48.1,48.1,39.17,4.85,12.39,1.46,0.74,
KRIFILIND,Krishna Filament Industries Ltd,X ,10.0,Plastic Products - Industrial,Industrials,3.8,3.81,3.81,3.81,3.79,13.2,3.8,4.00(5%),3.62(5%),,2.97,1.78,10.0,-0.02,-0.02,-247.22,-1.04,0.42,,,0.0
KSB,KSB Ltd,A ,10.0,Compressors & Pumps,Industrials,2033.1,2051.2,2054.5,2031.4,2046.2,2171.0,959.65,"2,443.40(20%)","1,629.00(20%)",,7087.57,2126.27,2.0,47.14,59.64,43.19,7.03,16.27,,,29.47
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,A ,10.0,Auto Components & Equipments,Consumer Discretionary,720.95,739.3,755.0,724.1,742.31,805.15,460.05,901.90(20%),601.30(20%),1.04,2359.45,1533.65,1.0,84.23,108.58,8.92,2.11,23.7,0.1,0.14,
TRENT,TRENT LTD.,A ,1.0,Speciality Retail,Consumer Discretionary,1464.0,1465.85,1474.45,1445.45,1457.47,1522.8,971.0,"1,603.25(10%)","1,311.75(10%)",2.32,51812.3,32123.62,10.0,12.26,21.86,118.84,19.05,16.03,0.77,0.16,
LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,A ,10.0,Industrial Machinery,Industrials,12569.65,12605.0,12690.0,12552.0,12637.02,13345.0,8108.3,"15,105.60(20%)","10,070.40(20%)",,13447.76,8472.09,10.0,283.68,341.27,44.37,6.39,14.39,,,50.17
LICHSGFIN,LIC HOUSING FINANCE LTD.,A ,2.0,Housing Finance Company,Financial Services,421.95,424.45,428.7,419.6,424.24,443.5,291.75,463.10(10%),378.90(10%),2.75,23157.65,12736.71,10.0,55.62,56.62,7.57,93.76,1240.0,1.98,0.65,
LUPIN,LUPIN LTD.,A ,2.0,Pharmaceuticals,Healthcare,703.05,700.8,703.05,693.65,697.67,972.5,583.05,766.00(10%),626.80(10%),,31664.74,16782.31,2.0,-15.78,-4.36,-44.14,1.74,-3.95,0.88,0.11,73.46
LYKALABS,LYKA LABS LTD.,B ,10.0,Pharmaceuticals,Healthcare,135.05,136.6,136.6,130.15,133.58,267.2,88.3,157.90(20%),105.30(20%),,377.56,196.33,10.0,7.17,13.01,18.34,8.5,46.32,,,3.65
RAMCOCEM,The Ramco Cements Limited,A ,1.0,Cement & Cement Products,Commodities,704.3,711.0,711.0,694.6,701.1,1119.2,575.05,769.00(10%),629.20(10%),,16519.2,8920.37,10.0,35.38,52.8,19.76,2.53,12.81,0.92,,47.16
MAFATIND,MAFATLAL INDUSTRIES LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,325.6,328.6,329.75,300.0,315.02,408.0,153.55,369.40(20%),246.30(20%),,433.96,121.51,5.0,43.93,54.79,7.01,0.63,9.03,,,19.36
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,A ,5.0,Iron & Steel Products,Industrials,801.85,809.0,814.75,798.5,807.19,910.0,448.0,961.95(20%),641.35(20%),,5371.03,1718.73,10.0,62.97,78.93,12.73,1.41,11.08,0.3,0.12,97.5
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,A ,10.0,Investment Company,Financial Services,5262.4,5213.75,5263.95,5204.5,5229.85,5599.95,3319.15,"6,257.80(20%)","4,171.90(20%)",,5959.83,2801.12,10.0,171.79,173.5,30.36,0.26,0.85,,,38.39
MAJESAUT,MAJESTIC AUTO LTD.-$,X ,10.0,Diversified Commercial Services,Services,132.8,135.75,135.75,131.7,132.32,166.8,110.05,158.55(20%),105.75(20%),,137.4,34.35,2.0,2.41,4.64,54.74,0.34,0.62,,,0.93
MANALIPETC,MANALI PETROCHEMICAL LTD.,A ,5.0,Petrochemicals,Commodities,91.7,92.0,92.5,91.25,91.95,149.5,86.0,110.25(20%),73.55(20%),,1580.67,806.14,10.0,19.64,20.79,4.68,1.6,34.27,0.46,0.69,63.79
BARODARY,BARODA RAYON CORPORATION LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,241.35,253.4,253.4,246.2,252.96,345.0,4.42,266.05(5%),240.75(5%),1.07,580.57,301.9,1.0,163.38,163.38,1.55,23.23,1497.86,0.23,0.42,
MFSL,Max Financial Services Ltd,A ,2.0,Life Insurance,Financial Services,677.25,680.05,703.45,679.3,694.95,1081.0,664.95,772.10(10%),631.80(10%),2.41,24225.33,15261.96,10.0,0.24,0.33,2983.42,3.59,0.12,1.03,0.35,
MIDINDIA,MID INDIA INDUSTRIES LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,13.37,13.95,13.95,12.76,13.39,46.45,2.89,14.38(5%),13.02(5%),,22.33,10.94,10.0,0.52,0.64,26.49,-4.68,-17.64,,,0.4
MIRCELECTR,MIRC ELECTRONICS LTD.,B ,1.0,Consumer Electronics,Consumer Discretionary,16.2,16.4,18.8,16.05,18.19,34.9,11.55,22.25(20%),14.85(20%),,428.42,197.07,10.0,-0.56,-0.21,-33.39,2.11,-6.31,0.58,2.46,44.8
CENTENKA,CENTURY ENKA LTD.,A ,10.0,Other Textile Products,Consumer Discretionary,430.95,427.6,432.35,425.3,427.41,671.95,362.6,512.50(20%),341.70(20%),,933.24,690.6,5.0,76.06,94.22,5.62,0.72,12.84,,,11.62
LORDSCHLO,LORDS CHLORO ALKALI LTD.,X ,10.0,Commodity Chemicals,Commodities,274.35,283.8,288.05,274.35,285.76,418.8,55.55,302.45(5%),273.65(5%),,724.56,181.14,10.0,20.79,23.78,13.86,6.23,45.0,0.23,0.12,32.99
SPICEJET,SPICEJET LTD.,A ,10.0,Airline,Services,40.0,40.0,40.55,39.55,39.98,87.25,34.6,47.75(20%),31.85(20%),,2395.35,982.09,10.0,-29.66,-9.36,-1.34,-0.56,41.63,2.26,1.76,70.38
MOREPENLAB,MOREPEN LABORATORIES LTD.,A ,2.0,Pharmaceuticals,Healthcare,26.7,26.7,26.95,26.55,26.77,60.45,23.65,31.95(20%),21.35(20%),,1362.26,803.74,10.0,1.51,1.9,17.67,2.28,12.89,1.66,1.34,35.84
MRF,MRF LTD.,A ,10.0,Tyres & Rubber Products,Consumer Discretionary,87419.8,87335.0,89500.0,87308.8,88817.23,93855.0,62944.5,"98,250.05(10%)","80,386.45(10%)",9.83,37881.15,21592.25,2.0,1410.87,4234.61,63.31,2.75,4.34,,,
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,A ,10.0,Cement & Cement Products,Commodities,189.3,193.1,193.1,185.35,188.2,256.0,164.0,225.05(20%),150.05(20%),,4250.13,1317.54,10.0,8.06,13.02,23.27,2.99,12.86,0.43,0.37,68.96
NCC,NCC Limited,A ,2.0,Civil Construction,Industrials,73.7,73.7,75.0,73.4,74.25,83.85,51.0,88.70(20%),59.20(20%),1.18,4642.93,3667.91,2.0,8.89,11.84,8.31,0.8,9.62,2.94,1.59,
VEDL,Vedanta Limited,A ,1.0,Diversified Metals,Commodities,288.25,289.75,289.8,279.75,283.72,440.75,206.1,313.30(10%),256.40(10%),20.67,105884.35,31765.3,1.0,49.58,58.56,5.75,1.57,27.3,7.19,7.28,
NAHARSPING,NAHAR SPINNING MILLS LTD.,B ,5.0,Other Textile Products,Consumer Discretionary,286.5,281.0,292.0,281.0,286.22,692.0,272.2,339.75(20%),226.55(20%),,1021.19,326.78,1.0,131.46,151.66,2.15,0.64,29.62,,,10.69
NATPEROX,NATIONAL PEROXIDE LTD.,X ,10.0,Commodity Chemicals,Commodities,1629.25,1614.6,1628.25,1582.0,1599.2,2195.0,1199.95,"1,916.60(20%)","1,277.80(20%)",,917.91,266.19,1.0,47.32,77.97,33.76,1.71,5.06,,,61.94
GRASIM,GRASIM INDUSTRIES LTD.,A ,2.0,Cement & Cement Products,Commodities,1724.0,1721.7,1735.45,1673.0,1696.79,1939.0,1276.9,"1,853.05(10%)","1,516.15(10%)",1.58,110910.68,63219.09,10.0,51.31,66,32.83,2.28,6.95,0.79,,
PEL,PIRAMAL ENTERPRISES LTD.,A ,2.0,Other Financial Services,Financial Services,849.25,837.0,851.0,837.0,846.57,1651.89,785.85,931.90(10%),762.50(10%),1.16,20219.59,11322.97,1.0,22.93,23.92,36.95,0.87,2.37,1.14,0.14,
NIITLTD,NIIT LTD.,A ,2.0,Education,Consumer Discretionary,281.45,285.0,285.0,271.0,274.8,658.55,271.0,329.15(20%),219.45(20%),2.08,3688.3,2286.74,2.0,8.03,9.54,34.17,2.62,7.66,0.41,0.76,
JAYKAY,JAYKAY ENTERPRISES LTD.,X ,1.0,Depositories- Clearing Houses and Other Intermediaries,Financial Services,57.4,58.5,58.8,57.0,57.64,94.6,46.55,68.45(20%),45.65(20%),,271.51,146.62,10.0,-0.21,-0.18,-265.37,3.35,-1.26,0.21,0.14,7.86
NIRLON,NIRLON LTD.,B ,10.0,Diversified Commercial Services,Services,370.5,370.0,372.0,368.0,369.85,444.9,343.2,442.40(20%),295.00(20%),,3322.65,930.34,1.0,10.93,22.12,33.73,6.95,20.61,,,6.19
ONGC,Oil and Natural Gas Corporation Ltd,A ,5.0,Oil Exploration & Production,Energy,131.7,131.7,135.6,131.7,134.56,194.6,119.8,147.05(10%),120.35(10%),9.49,168198.33,52141.48,10.0,40.68,54.9,3.29,0.71,21.58,10.95,7.05,
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,T ,10.0,Oil Equipment & Services,Energy,22.25,23.35,23.35,23.35,23.35,23.35,7.14,24.50(5%),22.20(5%),,103.42,47.57,10.0,-11.79,-7.43,-1.98,-0.82,41.32,0.49,1.2,27.98
ORIENTHOT,ORIENTAL HOTELS LTD.,B ,1.0,Hotels & Resorts,Consumer Discretionary,72.75,72.75,73.45,72.05,72.52,84.5,33.3,86.85(20%),57.95(20%),,1293.06,413.78,2.0,1.7,3.07,42.49,4.53,10.65,0.88,0.45,32.99
OSWALAGRO,OSWAL AGRO MILLS LTD.,B ,10.0,Trading & Distributors,Services,44.2,43.4,46.5,43.4,45.78,55.05,15.6,54.30(20%),36.20(20%),,607.41,352.3,10.0,0.12,0.15,365.91,1.02,0.28,0.19,0.14,6.5
INDSUCR,INDIAN SUCROSE LTD.,X ,10.0,Sugar,Fast Moving Consumer Goods,64.95,64.05,66.4,64.0,64.7,99.0,39.5,77.70(20%),51.80(20%),,112.51,40.51,5.0,21.93,25.97,2.95,0.74,25.12,0.16,,3.91
RELIANCE,RELIANCE INDUSTRIES LTD.,A ,10.0,Refineries & Marketing,Energy,2450.1,2463.05,2534.0,2460.2,2508.29,2855.0,2181.0,"2,778.60(10%)","2,273.40(10%)",62.93,1708932.42,854466.21,10.0,63.96,78.63,39.5,3.55,8.99,5.19,2.51,
PILITA,Pil Italica Lifestyle Ltd,B ,1.0,Plastic Products - Consumer,Consumer Discretionary,7.82,7.81,7.85,7.7,7.81,16.03,6.2,9.38(20%),6.26(20%),,183.77,91.89,10.0,0.07,0.1,109.52,2.76,2.52,0.66,0.44,3.43
RAYMOND,RAYMOND LTD.,A ,10.0,Garments & Apparels,Consumer Discretionary,1125.4,1120.85,1168.5,1110.45,1145.16,1287.45,446.85,"1,392.50(20%)",928.40(20%),2.16,7725.55,3862.77,5.0,-29.72,-9.45,-39.05,4.26,-10.92,0.28,0.19,
PIDILITIND,PIDILITE INDUSTRIES LTD.,A ,1.0,Specialty Chemicals,Commodities,2566.45,2566.45,2587.4,2555.35,2564.76,2916.85,1988.6,"2,817.95(10%)","2,305.65(10%)",7.88,130216.03,39064.81,5.0,25.84,29.48,99.14,20.29,20.47,0.58,0.31,
PIXTRANS,PIX TRANSMISSIONS LTD.,B ,10.0,Rubber,Industrials,865.3,862.9,864.95,828.0,842.16,1174.8,700.05,999.20(20%),666.20(20%),,1134.57,385.75,10.0,44.75,60.34,18.61,3.28,17.64,,,22.46
BIRLACORPN,BIRLA CORPORATION LTD.,A ,10.0,Cement & Cement Products,Commodities,898.45,900.85,908.05,896.55,901.56,1649.0,822.8,"1,083.80(20%)",722.60(20%),,6955.12,2573.4,10.0,18.04,41,50.07,1.34,2.67,,,52.74
SURYAROSNI,SURYA ROSHNI LTD.,A ,10.0,Iron & Steel Products,Industrials,424.75,423.05,445.6,423.0,434.96,674.4,336.05,514.30(20%),342.90(20%),,2331.97,816.19,10.0,34.8,55.17,12.31,1.51,12.26,,0.13,58.32
PRIMESECU,PRIME SECURITIES LTD.,B ,5.0,Other Financial Services,Financial Services,103.8,102.2,106.0,101.55,103.25,133.25,84.0,123.75(20%),82.55(20%),,328.61,282.61,5.0,3.89,4.12,26.52,3.17,11.96,,,2.05
PRSMJOHNSN,Prism Johnson Ltd,A ,10.0,Cement & Cement Products,Commodities,125.7,125.55,125.95,122.2,123.74,160.0,96.75,147.05(20%),98.05(20%),,6168.63,1480.47,5.0,2.62,8.33,46.74,4.86,10.4,0.17,,7.45
RAIN,Rain Industries Ltd,A ,2.0,Petrochemicals,Commodities,165.7,166.8,166.8,161.15,162.78,256.0,128.65,177.55(10%),145.35(10%),,5430.3,2986.67,10.0,0.82,0.84,196.17,6,3.06,0.41,0.4,64.38
AMJLAND,AMJ Land Holdings Ltd,B ,2.0,Residential- Commercial Projects,Consumer Discretionary,29.3,29.65,29.65,28.35,28.81,39.0,23.15,34.50(20%),23.00(20%),,117.88,38.9,10.0,2.83,3.29,10.15,0.92,9.09,,,1.98
PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,B ,10.0,Telecom -  Equipment & Accessories,Telecommunication,32.6,34.9,34.9,32.0,32.13,49.6,31.25,39.50(20%),26.40(20%),,39.62,11.49,5.0,-11.42,-11.17,-2.89,1.15,-39.9,,,0.74
RSWM,RSWM LTD.,B ,10.0,Other Textile Products,Consumer Discretionary,318.35,316.65,323.0,316.65,319.14,572.6,309.95,383.55(20%),255.75(20%),,752.8,346.29,2.0,114.62,161.09,2.79,0.75,27.03,,,19.75
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,B ,10.0,Sugar,Fast Moving Consumer Goods,34.35,34.25,34.75,34.05,34.36,48.0,21.9,41.20(20%),27.50(20%),,113.82,47.8,10.0,0.03,7.29,1250.78,0.44,0.03,,,1.68
RALLIS,RALLIS INDIA LTD.,A ,1.0,Pesticides & Agrochemicals,Commodities,226.8,229.25,230.95,224.25,227,299.25,182.55,273.50(20%),182.40(20%),,4432.92,2172.13,1.0,8.43,12.79,27.04,2.5,9.24,0.41,0.14,32.11
RAMANEWS,SHREE RAMA NEWSPRINT LTD.,B ,10.0,Paper & Paper Products,Commodities,15.4,15.15,16.1,15.15,15.83,22.75,14.3,19.05(20%),12.75(20%),,234.56,58.64,10.0,-3.93,-2,-4.05,0.91,-22.42,,,1.01
RAMAPPR-B,RAMA PAPER MILLS LTD.,XT,10.0,Paper & Paper Products,Commodities,28.45,27.1,29.0,27.05,28.17,38.65,13.78,30.35(5%),27.55(5%),,21.95,17.34,2.0,-0.07,4.6,-422.08,3.55,-0.84,,,0.8
RAMAPETRO,RAMA PETROCHEMICALS LTD.,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,5.23,5.49,5.49,5.49,5.48,6.76,3.22,5.76(5%),5.22(5%),,5.75,2.7,10.0,0.01,0.01,522.52,-0.11,-0.02,,,0.0
RAPICUT,RAPICUT CARBIDES LTD.,X ,10.0,Industrial Machinery,Industrials,60.0,61.75,62.45,51.9,57.21,75.95,36.15,63.50(20%),42.40(20%),,28.44,16.5,10.0,-0.95,0.25,-55.77,1.27,-2.27,,0.3,17.25
WELSPLSOL,Welspun Specialty Solutions Ltd,X ,6.0,Iron & Steel Products,Industrials,16.95,16.65,17.2,16.65,16.97,25.15,12.15,20.25(20%),13.55(20%),,895.85,412.09,10.0,-0.48,-0.21,-34.91,120.71,-341.29,0.67,0.21,3.56
ROLTA,ROLTA INDIA LTD.,Z ,10.0,IT Enabled Services,Information Technology,4.1,4.05,4.12,4.0,4.06,8.96,3.95,4.26(5%),3.86(5%),,67.35,65.33,10.0,-,-54.72,-,-0.02,23.94,0.5,0.74,3.01
RUBFILA,RUBFILA INTERNATIONAL LTD.,X ,5.0,Tyres & Rubber Products,Consumer Discretionary,89.1,90.5,90.5,87.35,89.16,129.0,73.0,105.80(20%),70.60(20%),,478.64,191.46,2.0,7.72,8.83,11.43,2.09,18.27,0.29,0.21,19.03
PATANJALI,Patanjali Foods Ltd,T ,2.0,Edible Oil,Fast Moving Consumer Goods,1442.5,1426.2,1455.0,1426.2,1440.91,1495.0,706.0,"1,501.95(5%)","1,358.95(5%)",,51781.55,9838.5,10.0,24.14,27.92,59.24,8.39,14.16,0.16,,97.33
SALORAINTL,SALORA INTERNATIONAL LTD.,X ,10.0,Trading & Distributors,Services,37.5,38.1,38.35,38.1,38.19,56.9,31.95,45.90(20%),30.60(20%),,33.69,10.78,10.0,28.73,29.14,1.33,0.5,37.46,,,0.33
JINDALSAW,JINDAL SAW LTD.,A ,2.0,Iron & Steel Products,Industrials,79.25,79.25,79.35,77.6,78.86,119.35,75.1,94.05(20%),62.75(20%),,2506.87,902.47,10.0,8.92,20.55,8.79,0.33,3.81,0.46,0.49,38.36
JKLAKSHMI,JK LAKSHMI CEMENT LTD.,A ,5.0,Cement & Cement Products,Commodities,558.25,568.3,568.3,544.05,554.15,683.85,368.65,660.45(20%),440.35(20%),,6476.56,3432.58,10.0,34.71,51.01,15.86,2.64,16.65,0.16,0.17,91.81
SHREECEM,SHREE CEMENT LTD.,A ,10.0,Cement & Cement Products,Commodities,21516.95,21550.0,21802.0,21355.55,21586.24,29825.0,17900.0,"23,944.05(10%)","19,590.65(10%)",2.55,78538.23,29059.14,2.0,455.19,800.02,47.82,4.46,9.32,,,
SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,XT,10.0,Paper & Paper Products,Commodities,30.0,30.0,30.0,29.9,29.95,33.4,15.05,31.40(5%),28.50(5%),,34.51,20.01,10.0,-0.56,2.28,-53.08,2.05,-3.86,,,0.21
RELINFRA,RELIANCE INFRASTRUCTURE LTD.,T ,10.0,Electric Utilities,Utilities,141.8,140.75,143.8,140.65,142.39,201.35,74.0,148.85(5%),134.75(5%),,3729.2,3505.45,10.0,-21.55,-20.06,-6.58,0.37,-5.59,0.7,0.37,52.2
TATAPOWER,TATA POWER CO.LTD.,A ,1.0,Electric Utilities,Utilities,225.9,227.4,227.4,222.5,225.17,298.0,190.0,247.50(10%),202.50(10%),37.37,71895.14,38104.42,10.0,10.92,14.09,20.6,5.99,29.09,10.77,16.59,
SPMLINFRA,SPML Infra Limited,B ,2.0,Civil Construction,Industrials,33.0,32.1,33.55,32.05,32.95,75.4,10.42,33.95(5%),30.75(5%),,146.94,88.17,2.0,2.92,3.7,11.08,0.44,4.0,0.12,,0.88
SUNDRMFAST,SUNDRAM FASTENERS LTD.,A ,1.0,Fastener,Consumer Discretionary,907.25,910.35,917.45,896.95,911.42,973.35,674.8,"1,093.40(20%)",729.00(20%),,19146.9,9573.45,2.0,20.23,27.56,45.05,7.52,16.7,0.65,,28.39
SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,B ,10.0,Iron & Steel,Commodities,82.9,82.95,83.45,82.1,82.9,136.1,58.7,98.90(20%),66.00(20%),,1485.91,549.79,10.0,59.3,63.59,1.39,0.86,61.56,0.19,0.35,29.26
SPLPETRO,SUPREME PETROCHEM LTD.,A ,4.0,Petrochemicals,Commodities,711.9,695.0,699.0,673.0,688.18,1027.05,606.6,829.10(20%),552.80(20%),,6496.36,2208.76,10.0,67.93,72.5,10.17,3.98,39.12,,0.1,69.17
SWARAJENG,SWARAJ ENGINES LTD.,B ,10.0,Diesel Engines,Industrials,1598.1,1615.0,1615.0,1594.75,1597.86,1960.0,1292.55,"1,921.20(20%)","1,280.80(20%)",,1944.33,913.83,2.0,94.99,109.83,16.85,6.36,37.74,,,2.86
TATAELXSI,TATA ELXSI LTD.,A ,10.0,Computers - Software & Consulting,Information Technology,7021.25,7011.0,7021.0,6842.3,6893.58,10760.4,5264.75,"8,252.55(20%)","5,501.75(20%)",21.54,42828.44,23983.93,2.0,107.58,118.63,63.93,25.31,39.6,0.49,0.31,
ACC,ACC LTD.,A ,10.0,Cement & Cement Products,Commodities,2313.05,2321.45,2329.0,2283.7,2314.26,2784.95,1900.5,"2,556.70(10%)","2,091.90(10%)",4.55,43647.39,19641.33,10.0,42.76,77.32,54.36,3.17,5.83,0.42,0.2,
